Material,Material_desc,Productos_Por_Empaque,BrandPresRet,ProdKey,Brand,Presentation,MLSize,Returnability,Pack,Size,Flavor,Container,Ncb,ProductType,ProductCategory,SegAg,SegDet,GlobalCategory,GlobalSubcategory,BrandGrouper,GlobalFlavor
4525,SCLARA HFRESA 200ML TPK 4B,4,SANTA CLARA SABORIZADA 200 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,FRESA,TETRA PACK,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,FRESA
9041,DEL VALLE MANGO NECTAR LATA 335 ML 6B,6,DEL VALLE 335 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,LATA 335 ML,335,NO RETORNABLE,LATA,INDIVIDUAL,MANGO,LATA,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
14468,SIDRAL MUNDET SANGRIA 600ML NR PET 6B,6,SIDRAL MUNDET 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,SANGRIA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,SANGRÍA
14342,MIX 1.50 L PRET 12(6SMPERA6SMMZA),12,SIDRAL MUNDET 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SIDRAL MUNDET,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,SURTIDA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MIXTO
320,COCA-COLA 2.00 L NR PET 9,9,COCA-COLA 2.00 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14050,STA CLARA TRIPL CH 250 ML NR PET 6,6,SANTA CLARA SABORIZADA 250 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,TRIPLE CHOCOLATE,PLASTICO,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,TRIPLE CHOCOLATE
2251,FANTA NAR 1.5 LTS NR 8B,8,FANTA 1.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
14373,FANTA NARANJA 1.50 LT RET PET 12 SPLA,12,FANTA 1.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,FANTA,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
288,COCA-COLA LIGHT 2.00 L NR PET 4,4,COCA-COLA LIGHT 2.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9486,DEL VALLE Y NADA NARANJA 600ML NR 6,6,DEL VALLE Y NADA 600 ML NO RETORNABLE,ADAS INDIVIDUAL,DEL VALLE Y NADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,MINERAL SABORIZADA,& NADA,NARANJA
14521,ADES ALMEND S/AZUC 500ML NR TPK 3B,3,ADES ALMENDRA SIN AZUCAR 500 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES ALMENDRA SIN AZUCAR,500 ML NR TETRA,500,NO RETORNABLE,500 ML,INDIVIDUAL,ALMENDRA,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,ALMENDRA
14226,MIX 1.00 L PNR 6 (DV3DZNO3MANGO),6,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,SURTIDA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MIXTO
14121,SCL LECHE CHOCOLATE 200 ML NR TPK 8,8,SANTA CLARA SABORIZADA 200 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,CHOCOLATE,TETRA PACK,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,CHOCOLATE
14441,POWERAD FIT UVA MT 500ML NR PET 6B,6,POWERADE FIT 500 ML NO RETORNABLE,ISOTONICOS,POWERADE FIT,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,UVA MENTA,PLASTICO,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS LIGHT,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,UVA MENTA
2112,POWERADE UVA 600 ML NR 6B,6,POWERADE 600 ML NO RETORNABLE,ISOTONICOS,POWERADE,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,UVA,PLASTICO,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS REGULAR,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,UVA
14251,DV 100% JU MANZANA 413 ML NR VID 6,6,DEL VALLE 413 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE 100% JUGO,413 ML NR VID,413,NO RETORNABLE,413 ML,INDIVIDUAL,MANZANA,VIDRIO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
25,FRESCA 500 ML NR 12B,12,FRESCA 500 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FRESCA,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,TORONJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
763,JOYA PINA 600 ML NR 12B,12,JOYA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,PIÑA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PIÑA
2578,FANTA FRESA 2.5 LITROS RET PET 8B,8,FANTA 2.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,FANTA,2.5 LTS. RET PET,2500,RETORNABLE,2.5 LTS.,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
9196,DEL VALLE ANTI-OX ARANDANO 1L NR 12B,12,DEL VALLE RESERVA 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE RESERVA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,ARANDANO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,ARÁNDANO
9379,COCA COLA LIGHT S/CAF 235ML LATA 8 MPK,8,COCA-COLA LIGHT 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT SIN CAFEINA,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14519,DV 100% JU NARANJA 946ML NR TPK 3B,3,DEL VALLE 946 ML NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE 100% JUGO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,100% JUGO NARANJA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,NARANJA
9565,DEL VALLE DURAZNO 237 NR PET 6,6,DEL VALLE 237 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,237 ML NR PET,237,NO RETORNABLE,237 ML,INDIVIDUAL,DURAZNO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,DURAZNO
9122,DEL VALLE MANGO NECTAR 500 ML NR 6B,6,DEL VALLE 500 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,MANGO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
1941,JOYA MANZANA 400 ML NR 12B,12,JOYA 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MANZANA
14185,PREDATOR ENERGY OR 473ML NR LAT 6 REFO,6,PREDATOR ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,PREDATOR ENERGY,LATA 16 OZ.,473,NO RETORNABLE,473 ML,INDIVIDUAL,ENERGY,LATA,0,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,PREDATOR,CÍTRICOS
645,COCA-COLA LATA 24B,24,COCA-COLA 355 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9214,DEL VALLE ANTI-OX GRANADA 1L NR 6B,6,DEL VALLE RESERVA 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE RESERVA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,GRANADA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,GRANADA
795,FANTA FRESA 1 LTO NR 6B,6,FANTA 1.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
24,SPRITE 250 ML NR 12B,12,SPRITE 250 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
1078,SPRITE 2 LTS NR 4B,4,SPRITE 2.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SPRITE,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
14480,SPRITE 500 ML VRT 24 ETIQ,24,SPRITE 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,SPRITE,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,LIMA LIMON,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
14322,MIX 355 ML NR LAT 6 (TCHHS2LL2FG2PT),6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,SURTIDA,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,MIXTO
9866,COCA-COLA SIN AZUCAR 2.00 LT NR PET 8B,8,COCA-COLA SIN AZUCAR 2.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
3219,ADES FRUTAL DURAZNO 200ML TPK 4,4,ADES LACTEO 200 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES FRUTAL,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,DURAZNO,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,DURAZNO
14563,CIEL MINERALIZADA 2.00 L NR PET 2,2,CIEL MINERALIZADA 2.00 L NO RETORNABLE,AGUA MINERAL FAMILIAR,CIEL MINERALIZADA,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,AGUA MINERAL,PLASTICO,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,CIEL,SIN SABOR
408,SPRITE 600 ML NR 12B,12,SPRITE 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
9043,DEL VALLE MANZANA LATA 335 ML 6B,6,DEL VALLE 335 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,LATA 335 ML,335,NO RETORNABLE,LATA,INDIVIDUAL,MANZANA,LATA,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
4970,CIEL EXPRIM FRESA 600ML NR PET 6B,6,CIEL EXPRIM 600 ML NO RETORNABLE,AGUA SABORIZADA,CIEL EXPRIM,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,FRESA,PLASTICO,1,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,AGUA SABORIZADA,AGUA,AGUA SABORIZADA,CIEL,FRESA
121,FANTA FRESA 500 ML RET VID 24B,24,FANTA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,FANTA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,FRESA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
2505,FANTA UVA 400 ML NR PET 12B,12,FANTA 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,UVA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,UVA
14489,CIEL AGUA PURIFICADA 1.20 L NR PET 6B,6,CIEL AGUA PURIFICADA 1.00 L NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,1.2 LTS NR PET,1200,NO RETORNABLE,1.2 LTS,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
14170,SCL LECHE CHOCOLATE 135ML NR TPK 3,3,SANTA CLARA SABORIZADA 135 ML NO RETORNABLE,LECHE UHT SABORIZADA,SANTA CLARA SABORIZADA,135 ML TETRA,135,NO RETORNABLE,135 ML,INDIVIDUAL,CHOCOLATE,TETRA PACK,1,LECHE UHT SABORIZADA,LACTEOS,LECHE,LECHE UHT SABORIZADA,LÁCTEOS,LECHE SABORIZADA,SANTA CLARA,CHOCOLATE
3678,ADES LACTEO NATURAL 946ML TPK 2,2,ADES LACTEO 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,NATURAL,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,NATURAL
4250,VALLE FRUT CITRUS 355ML PNR 6,6,VALLE FRUT 355 ML NO RETORNABLE,NARANJADAS INDIVIDUAL,VALLE FRUT,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
14171,JOYA MANZANA 1.75 L NR PET 8,8,JOYA 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,MANZANA
14459,PREDATOR ENERGY ORIGINAL 355ML NR LAT 6B,6,PREDATOR ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,PREDATOR ENERGY,355 ML NR LATA,355,NO RETORNABLE,355 ML,INDIVIDUAL,ENERGY,LATA,0,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,PREDATOR,CÍTRICOS
4590,MONSTER HAMILTON UVA 473ML NR LAT 4B,4,MONSTER ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 16 OZ.,473,NO RETORNABLE,473 ML,INDIVIDUAL,HAMILTON UVA,LATA,1,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,UVA
14371,VALLE FRUT CITRUS 1.50 L RT PET 12 SPLA,12,VALLE FRUT 1.50 L RETORNABLE,NARANJADAS FAMILIAR,VALLE FRUT,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
4747,FANTA UVA 355ML LATA SLEEK 4,4,FANTA 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,UVA,LATA SLEEK,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,UVA
3564,ADES LACTEO NATURAL 946ML TPK 3,3,ADES LACTEO 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,NATURAL,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,NATURAL
14119,COCA-COLA LIGHT 2.5 L NR PET 4B,4,COCA-COLA LIGHT 2.50 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4231,DEL VALLE PINA 946 ML NR TPK 12,12,DEL VALLE 946 ML NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,PIÑA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,PIÑA
9251,MX JDV 413 NRVD 24(12MG6DZ6MZ),24,DEL VALLE 413 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,413 ML NR VID,413,NO RETORNABLE,413 ML,INDIVIDUAL,SURTIDA,VIDRIO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MIXTO
14298,MIX 1.00 L PNR 6 (DV3DURAZNO3PINA),6,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTS NR PET,1000,NO RETORNABLE,1 LITRO,FAMILIAR,SURTIDA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MIXTO
14368,DV 100% JU NARANJA 200 ML NR TPK 4,4,DEL VALLE 200 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE 100% JUGO,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,NARANJA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,NARANJA
4887,STA CLARA LECHE DESLAC 1L TPK6,6,SANTA CLARA ESPECIALIZADA 1.00 L NO RETORNABLE,LECHE UHT ESPECIALIZADA,SANTA CLARA DESLACTOSADA,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE DESLACTOSADA,TETRA PACK,1,LECHE UHT ESPECIALIZADA,LACTEOS,LECHE,LECHE UHT ESPECIALIZADA,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
14498,T CH HARD S CHERRY A 355ML NR LAT 6B,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA 335 ML,355,NO RETORNABLE,LATA,INDIVIDUAL,CHERRY ACAÍ,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,CHERRY ACAÍ
14485,JOYA PONCHE 500 ML VRT 24 ETIQ,24,JOYA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,PONCHE,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
4493,SIDRAL MUNDET MANZ 1.75 L PNR 8B,8,SIDRAL MUNDET 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SIDRAL MUNDET,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
477,SENZAO 600 ML NR 12B,12,FANTA SENZAO 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SENZAO,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,GUARANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SENZAO,GUARANÁ
2009,POWERADE NAR-MAND 500 ML NR 6B,6,POWERADE 600 ML NO RETORNABLE,ISOTONICOS,POWERADE,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,NARANJA MANDARINA,PLASTICO,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS REGULAR,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,NARANJA MANDARINA
14569,MIX 473 ML LAT 4(1MP1MMGO1MLOW1MORIG),4,MONSTER ENERGY 473 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 473 ML,473,NO RETORNABLE,473 ML,INDIVIDUAL,SURTIDA,LATA,0,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,MIXTO
14562,CIEL AGUA PURIF 5.00 L NR PET 2,2,CIEL AGUA PURIFICADA 5.00 L NO RETORNABLE,AGUA PURIFICADA FAMILIAR,CIEL AGUA PURIFICADA,5 LTS. NR,5000,NO RETORNABLE,5 LTS.,FAMILIAR,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
2541,COCA-COLA 355 ML NR PET 12B,12,COCA-COLA 400 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
